98	00:09:37.185	00:09:39.035	PERHAPS THEN? 
99	00:09:40.287	00:09:41.854	FOR THE PRESIDENT'S DAUGHTER TO BE LIVING 
100	00:09:41.856	00:09:43.573	IN WASHINGTON CITY WITHOUT HER HUSBAND? 
101	00:09:45.392	00:09:47.844	I'D NEVER DO THAT, 
102	00:09:47.846	00:09:49.645	NOT TO FATHER. 
103	00:09:52.449	00:09:54.082	IT IS BEST WE REMAIN WHERE WE ARE. 
104	00:10:24.398	00:10:26.215	( people chatting ) 
105	00:10:30.937	00:10:32.722	CURRENT HOSTILITIES IN EUROPE 
106	00:10:32.724	00:10:35.224	DEMAND A FIRM AMERICAN RESPONSE, SIR. 
107	00:10:36.326	00:10:37.927	WHEN THE SCOURGE OF YELLOW FEVER 
108	00:10:37.929	00:10:39.662	IS REMOVED FROM PHILADELPHIA 
109	00:10:39.664	00:10:41.831	AND THE GOVERNMENT MAY RESUME ITS WORK, 
110	00:10:41.833	00:10:44.984	I WILL LEAVE TRENTON AND RETURN TO THE CAPITAL. 
111	00:10:44.986	00:10:48.504	I INTEND TO DELIVER A RESPONSE, MR. HAMILTON. 
112	00:10:48.506	00:10:50.506	REST ASSURED OF THAT. 
113	00:10:50.508	00:10:52.291	SHOULD VICTORY FALL TO BRITAIN, 
114	00:10:52.293	00:10:54.743	AS IT MOST SURELY MUST, 
115	00:10:54.745	00:10:59.131	THEN THE BOURBONS ARE LIKELY TO REGAIN THE THRONE OF FRANCE. 
116	00:10:59.133	00:11:01.867	ANY DEALINGS WITH A CURRENT ILLEGITIMATE GOVERNMENT THERE 
117	00:11:01.869	00:11:04.970	COULD WELL REDOUND TO OUR DETRIMENT... 
118	00:11:04.972	00:11:06.972	LEADING US BACK INTO A WAR WITH BRITAIN 
119	00:11:06.974	00:11:08.941	WE CAN ILLAFFORD TO WAGE. 
120	00:11:08.943	00:11:11.226	WHAT IF THE FRENCH... 
121	00:11:11.228	00:11:15.031	NOT THE BRITISH, EMERGE VICTORIOUS, MR. HAMILTON? 
122	00:11:15.033	00:11:17.049	THE PRETENDER BONAPARTE 
123	00:11:17.051	00:11:19.851	IS WITHIN A HAIRSBREADTH OF VICTORY OVER MOST OF EUROPE. 
124	00:11:19.853	00:11:21.454	IN THAT REGRETTABLE INSTANCE, 
125	00:11:21.456	00:11:23.055	WE MUST BE PREPARED TO TAKE POSSESSION 
126	00:11:23.057	00:11:25.090	OF VALUABLE, STRATEGIC TERRITORY 
127	00:11:25.092	00:11:26.975	BEFORE FRANCE CAN LAY HER HANDS ON IT. 
128	00:11:28.478	00:11:30.613	ALL THE TERRITORY THIS SIDE OF THE MISSISSIPPI 
129	00:11:30.615	00:11:32.181	MUST BE OURS. 
130	00:11:33.600	00:11:35.968	YOU WOULD SEIZE 
131	00:11:35.970	00:11:38.971	SPANISH FLORIDA AND LOUISIANA? AND NOT ONLY THOSE, SIR. 
132	00:11:38.973	00:11:41.607	IF UNIVERSAL EMPIRE IS TO BE THE PURSUIT OF FRANCE, 
133	00:11:41.609	00:11:43.409	WHAT CAN TEND TO DEFEAT THEIR PURPOSE BETTER 
134	00:11:43.411	00:11:46.946	THAN TO DETACH SOUTH AMERICA FROM SPAIN? 
135	00:11:46.948	00:11:50.933	IT IS THE ONLY CHANNEL THROUGH WHICH THE RICHES OF MEXICO AND PERU CONVEY TO FRANCE. 
136	00:11:50.935	00:11:54.069	LET US NOT FORGET THERE ARE THOSE IN OUR OWN COUNTRY, SIR, 
137	00:11:54.071	00:11:56.705	WHO WOULD PREFER SECESSION TO OUR CONTINUED UNION. 
138	00:11:58.491	00:12:00.442	IF THEY SHOULD BE SO BOLD AS TO ACT 
139	00:12:00.444	00:12:03.028	ON THEIR THREATS, IN THE EVENT, SAY, 
140	00:12:03.030	00:12:04.663	OF A FRENCH VICTORY, 
141	00:12:04.665	00:12:06.665	WE MUST BE PREPARED TO BRING THE RENEGADES 
142	00:12:06.667	00:12:09.101	BACK INTO THE FOLD BY FORCE IF NECESSARY. 
143	00:12:13.006	00:12:15.373	NEVER IN MY LIFE 
144	00:12:15.375	00:12:18.043	HAVE I HEARD A MAN SPEAK MORE LIKE A FOOL. 
145	00:12:19.646	00:12:21.764	SIR? 
146	00:12:21.766	00:12:24.066	YOUR ACTIONS, MR. HAMILTON, 
147	00:12:24.068	00:12:25.934	WOULD PRECIPITATE 
148	00:12:25.936	00:12:29.638	THE VERY THING THAT YOU PRETEND TO PROTECT AGAINST 
149	00:12:29.640	00:12:31.857	THE DISSOLUTION OF THIS NATION. 
150	00:12:33.593	00:12:36.695	MAY INFORM YOU AS WELL, SIR, THAT I AM IN POSSESSION 
151	00:12:36.697	00:12:38.397	OF INTELLIGENCE WHICH CONFIRMS 
152	00:12:38.399	00:12:40.366	THAT WE ARE AS LIKELY TO FIND A FRENCH ARMY 
153	00:12:40.368	00:12:42.918	ON THESE SHORES AS WE ARE ON THE MOON! 
154	00:12:44.454	00:12:47.523	YOU DREAM OF EMPIRE, MR. HAMILTON. 
155	00:12:49.126	00:12:51.843	YOU QUESTION MY LOYALTIES? OH NO, MR. HAMILTON, 
156	00:12:51.845	00:12:53.629	I QUESTION YOUR SANITY. 
157	00:12:55.582	00:12:59.385	NOW EITHER YOU ARE STARK RAVING MAD OR I AM! 
158	00:12:59.387	00:13:01.403	GOOD DAY, SIR. 
159	00:13:03.106	00:13:05.490	YOU WOULD DO WELL TO REMEMBER, SIR, 
160	00:13:05.492	00:13:07.059	HOW YOU BECAME PRESIDENT 
161	00:13:08.228	00:13:10.913	BY THREE VOTES. 
162	00:13:11.898	00:13:13.565	GOOD DAY, GENERAL. 
163	00:13:16.336	00:13:18.287	( door slams ) 
164	00:13:22.008	00:13:23.342	WHY DID YOU NOT FIRST CONSULT WITH US 
165	00:13:23.344	00:13:25.611	BEFORE REQUESTING CONGRESS DISBAND THE ARMY? 
166	00:13:26.813	00:13:29.447	WELL, YOUR ADVICE WAS NOT REQUIRED, GENTLEMEN. 
167	00:13:30.500	00:13:32.217	I DO NOT INTEND TO ENTER THE NEW CAPITAL 
168	00:13:32.219	00:13:34.403	WITH AN OCCUPYING FORCE FOLLOWING BEHIND ME. 
169	00:13:34.405	00:13:36.188	YOU WOULD NOT HAVE DARED TO DO THIS 
170	00:13:36.190	00:13:39.341	IF GENERAL WASHINGTON WERE STILL ALIVE. 
171	00:13:39.343	00:13:42.077	GENERAL WASHINGTON WAS THE RIGHTFUL LEADER OF THIS ARMY, 
172	00:13:42.079	00:13:43.746	SO I THINK THAT YOU WILL BOTH AGREE 
173	00:13:43.748	00:13:45.848	THAT HE IS... IRREPLACEABLE. 
174	00:13:48.801	00:13:52.020	WHY ON EARTH WOULD YOU DISBAND THE ARMY WHEN WE ARE PREPARING FOR WAR? 
175	00:13:52.022	00:13:53.589	WHY ON EARTH DO WE NEED AN ARMY 
176	00:13:53.591	00:13:55.257	WHEN WE ARE PREPARING FOR PEACE? 
177	00:13:55.259	00:13:57.910	YOU MUST ABANDON THIS FOLLY OF A RENEWED PEACE COMMISSION 
178	00:13:57.912	00:14:00.195	YOU MAY THINK IT FOLLY, MR. PICKERING. I DO NOT. 
179	00:14:00.197	00:14:02.931	SHOULD THE CURRENT CRISIS BE ALLOWED TO PERSIST A FEW MONTHS LONGER... 
180	00:14:04.301	00:14:07.386	OUR PARTY COULD BE ASSURED OF A FAVORABLE OUTCOME 
181	00:14:07.388	00:14:09.121	IN THE UPCOMING ELECTION. 
182	00:14:11.291	00:14:13.475	YOUR REELECTION WOULD BE ABSOLUTELY CERTAIN. 
183	00:14:13.477	00:14:16.645	DO NOT SPEAK TO ME OF POLITICS, MAN. 
184	00:14:16.647	00:14:19.715	THE PEOPLE ARE ANIMATED, SIR. 
185	00:14:19.717	00:14:22.084	REMOVE THE FRENCH THREAT AND THEY'RE LIKELY TO DESERT US. 
186	00:14:22.086	00:14:25.420	GOVERNMENT BY FEAR IS NO GOVERNMENT AT ALL, MR. MCHENRY. 
187	00:14:26.839	00:14:29.507	YOUR INTRANSIGENCE MY INTRANSIGENCE? 
188	00:14:29.509	00:14:31.793	YOUR STUBBORNNESS WILL BE OUR RUIN. 
189	00:14:31.795	00:14:33.429	YOU WOULD SURRENDER OUR PARTY'S INTERESTS 
190	00:14:33.431	00:14:36.365	TO THOSE OF MR. JEFFERSON AND HIS SOCALLED REPUBLICANS. 
191	00:14:38.235	00:14:41.203	AND YOU, SIRS, ARE SUBSERVIENT TO HAMILTON... 
192	00:14:42.906	00:14:44.573	WHO RULED GENERAL WASHINGTON 
193	00:14:44.575	00:14:46.675	AND WOULD RULE ME IF HE COULD. 
194	00:14:46.677	00:14:49.594	I PROTEST MR. JEFFERSON, WHOM YOU DESPISE, 
195	00:14:49.596	00:14:51.213	IN AN INFINITELY BETTER MAN. 
196	00:14:52.765	00:14:55.567	I WOULD RATHER BE VICE PRESIDENT UNDER HIM 
197	00:14:55.569	00:14:58.487	OR RESIDENT MINISTER TO THE BARBARY PIRATES 
198	00:14:58.489	00:15:00.322	THAN BE INDEBTED TO A CREATURE 
199	00:15:00.324	00:15:02.891	SUCH AS HAMILTON FOR MY PRESENT POST! 
200	00:15:06.879	00:15:09.714	NOW YOUR YOUR IMMEDIATE RESIGNATIONS WILL BE ACCEPTED, GENTLEMEN. 
201	00:15:11.685	00:15:13.635	I DO NOT FEEL IT MY DUTY TO RESIGN. 
202	00:15:15.488	00:15:17.706	OH. ( laughs ) 
203	00:15:17.708	00:15:21.010	EXCELLENT. EXCELLENT. 
204	00:15:21.012	00:15:23.078	THEN YOU LEAVE ME WITH THE FAR MORE SATISFYING REMEDY 
205	00:15:23.080	00:15:25.014	OF REMOVING YOU FROM OFFICE. 
206	00:15:32.055	00:15:33.605	BOTH OF YOU. 
207	00:15:57.864	00:16:00.232	CHARLES IS A SICK MAN 
208	00:16:00.234	00:16:02.267	AND HE WILL NOT HELP HIMSELF. 
209	00:16:02.269	00:16:05.303	( baby crying ) I DIDN'T WANT TO LEAVE HIM PLEASE BELIEVE THAT 
210	00:16:05.305	00:16:08.356	BUT IT WASN'T THE PLACE FOR US. 
211	00:16:08.358	00:16:09.975	NOT ANYMORE. 
212	00:16:14.431	00:16:16.898	YOU ONLY DID WHAT WAS NECESSARY FOR YOUR CHILDREN, SALLY. 
213	00:16:16.900	00:16:18.801	THERE IS NO SHAME IN THAT. 
214	00:16:18.803	00:16:20.919	WHEN HE DRINKS, HE... 
215	00:16:20.921	00:16:23.405	FORGETS HIMSELF. HE DOES THINGS. 
216	00:16:23.407	00:16:25.040	( baby crying ) 
217	00:16:26.309	00:16:28.443	THE MONEY WORRIES HIM SO. 
218	00:16:31.565	00:16:35.267	THE MONEY? YES, THE MONEY THAT JOHN QUINCY GAVE HIM 
219	00:16:35.269	00:16:37.336	$2,000. 
220	00:16:39.923	00:16:41.790	THAT CHARLES WAS TO INVEST FOR HIM. 
221	00:16:41.792	00:16:44.360	IT'S GONE, 
222	00:16:44.362	00:16:45.861	EVERY LAST CENT. 
223	00:16:45.863	00:16:47.495	SHH. 
224	00:16:51.567	00:16:53.852	SEE, HE WAS CHEATED BY SPECULATORS. 
225	00:16:56.806	00:16:58.640	DOES JOHN QUINCY KNOW? 
226	00:16:59.909	00:17:01.410	NO. 
227	00:17:01.412	00:17:03.362	HE CANNOT BRING HIMSELF TO TELL HIM. 
228	00:17:03.364	00:17:06.448	HE HAS TRIED. HE'S TRIED TO WRITE... 
229	00:17:08.351	00:17:10.518	TO EXPLAIN, BUT 
230	00:17:12.838	00:17:15.007	BUT HE CANNOT BRING HIMSELF TO DO IT. 
231	00:17:15.992	00:17:18.159	HE WILL BE SO ANGRY WHEN HE FINDS OUT 
232	00:17:18.161	00:17:20.112	THAT I HAVE COME HERE, BUT... 
233	00:17:21.380	00:17:23.849	I DIDN'T KNOW WHAT ELSE TO DO. 
234	00:17:47.490	00:17:49.675	( trickling ) 
235	00:17:49.677	00:17:50.976	( spits ) 
236	00:18:05.775	00:18:07.676	I BEG YOUR PARDON, SIR. 
237	00:18:07.678	00:18:09.645	UH, KINDLY DIRECT ME TO THE HOME 
238	00:18:09.647	00:18:11.913	OF CHARLES ADAMS. 
239	00:18:23.526	00:18:25.227	( knocks ) 
240	00:18:30.216	00:18:32.150	( fly buzzing ) 
241	00:19:00.796	00:19:03.282	AH!  OH! 
242	00:19:06.819	00:19:08.387	ABSALOM. 
243	00:19:12.808	00:19:14.476	OH, KING DAVID'S SON 
244	00:19:14.478	00:19:16.545	AT LEAST SHOWED SOME ENTERPRISE. 
245	00:19:18.248	00:19:20.816	HE HAD THE DIGNITY TO DIE IN BATTLE! 
246	00:19:22.201	00:19:24.502	BUT MY SON 
247	00:19:24.504	00:19:27.205	MY SON IS A MERE RAKE 
248	00:19:27.207	00:19:29.841	A BUCK BLOOD AND BEAST! 
249	00:19:29.843	00:19:31.960	GO ON, FATHER, RAGE. 
250	00:19:39.418	00:19:41.053	YOUR MOTHER... 
251	00:19:41.055	00:19:43.254	IS BESIDE HERSELF WITH GRIEF. 
252	00:19:45.558	00:19:47.859	TO SEE ALL OF HER FINEST ASPIRATIONS... 
253	00:19:50.513	00:19:53.699	SQUANDERED ON A MISERABLE DRUNKARD! 
254	00:19:55.935	00:19:57.986	AND WORSE, A CHEAT! 
255	00:19:57.988	00:20:00.438	THAT'S IT, FATHER. CURSE ME. 
256	00:20:00.440	00:20:02.340	YOU'VE MADE MY WHOLE LIFE A CURSE. 
257	00:20:10.650	00:20:12.801	I RENOUNCE YOU. 
258	00:20:17.774	00:20:21.176	FATHER. HAVE MERCY, FATHER! 
259	00:20:21.178	00:20:23.161	( crying ) 
260	00:21:07.857	00:21:10.075	( sobbing ) 
261	00:21:21.404	00:21:23.188	HE HAS BEEN A GRACELESS CHILD... 
262	00:21:25.391	00:21:27.443	BUT I CANNOT FORSAKE HIM. 
263	00:21:31.447	00:21:33.682	HIS WIFE AND CHILDREN DESERVE OUR ATTENTION. 
264	00:21:35.151	00:21:37.185	WE MUST DO ALL WE CAN FOR THEIR WELFARE. 
265	00:21:43.943	00:21:46.110	THEY WILL STAY HERE IN PHILADELPHIA 
266	00:21:46.112	00:21:47.646	UNTIL WE LEAVE FOR THE NEW CAPITAL. 
267	00:21:49.349	00:21:51.366	AND THEN I WILL MAKE ARRANGEMENTS TO REMOVE THEM 
268	00:21:51.368	00:21:53.835	TO PEACEFIELD UPON OUR DEPARTURE. 
269	00:21:59.292	00:22:02.660	I CANNOT HELP TO WONDER WHAT PART WE PLAYED IN ALL THIS. 
270	00:22:02.662	00:22:05.496	HE HAD EVERY ADVANTAGE, ABIGAIL. 
271	00:22:05.498	00:22:07.198	MORE THAN OTHERS. 
272	00:22:11.620	00:22:14.072	IT IS USELESS TO SPECULATE 
273	00:22:14.074	00:22:16.140	ON WHAT MIGHT HAVE BEEN, ABIGAIL. 
274	00:22:17.509	00:22:19.310	AND... 
275	00:22:19.312	00:22:20.946	I WILL NOT FIND FAULT 
276	00:22:20.948	00:22:23.715	IN MY BEHAVIOR TO EXCUSE HIS. 
277	00:22:28.171	00:22:31.439	PROVIDENCE HAS INFLICTED THIS DISGRACE UPON US. 
278	00:22:38.097	00:22:40.348	SO WE MUST BEAR IT. 
279	00:22:49.325	00:22:51.276	( saw grinding ) 
280	00:22:51.278	00:22:55.113	Man: COME ON, MOVE IT!  PULL! 
281	00:23:26.045	00:23:28.163	THERE IT IS. 
282	00:23:39.074	00:23:40.758	WHOA. 
283	00:23:50.136	00:23:51.569	MR. PRESIDENT. 
284	00:23:51.571	00:23:53.622	THANK YOU, SIR. 
285	00:23:58.827	00:24:00.912	Man #2: MRS. ADAMS. 
286	00:24:03.649	00:24:06.151	THE NEGROES WILL SEE TO YOUR TRUNKS. 
287	00:24:06.153	00:24:09.504	HERE, YOU BOY. GET THESE UP THE STAIR. 
288	00:24:09.506	00:24:11.189	AND YOU AND YOU! 
289	00:24:11.191	00:24:12.991	COME ON, GET TO IT. 
290	00:24:14.343	00:24:17.979	MR. PRESIDENT, MRS. ADAMS. 
291	00:25:01.674	00:25:04.342	( all coughing ) 
292	00:25:07.714	00:25:10.115	THE FIRES HELP THE PLASTER DRY MORE QUICKLY, MRS. ADAMS. 
293	00:25:10.117	00:25:12.317	( chuckles, coughs ) 
294	00:25:39.162	00:25:40.862	IT WILL SOON BE READY, SIR. 
295	00:25:52.741	00:25:54.275	HALFFED SLAVES 
296	00:25:54.277	00:25:56.244	BUILDING OUR NATION'S CAPITAL. 
297	00:26:01.700	00:26:04.419	WHAT POSSIBLE GOOD CAN COME FROM SUCH A PLACE? 
298	00:26:17.132	00:26:19.901	( clanking echoes ) 
299	00:26:34.917	00:26:36.434	IS THE OLD MAN WELCOMING US 
300	00:26:36.436	00:26:38.186	OR SHOWING US THE WAY OUT? 
301	00:27:01.944	00:27:04.279	A LETTER FROM ALEXANDER HAMILTON...
302	00:27:05.831	00:27:08.883	CONCERNING THE PUBLIC CONDUCT AND CHARACTER,
303	00:27:08.885	00:27:10.952	OF JOHN ADAMS, ESQUIRE, ,
304	00:27:10.954	00:27:12.520	PRESIDENT OF THE UNITED STATES.
305	00:27:12.522	00:27:13.955	WELL WELL.
306	00:27:19.161	00:27:20.995	HIS DISGUSTING EGOTISM...
307	00:27:22.348	00:27:26.117	HIS BITTER ANIMOSITY, HIS UNGOVERNABLE TEMPER
308	00:27:27.620	00:27:30.905	THE UNFORTUNATE FOIBLES OF A VANITY WITHOUT BOUNDS,
309	00:27:30.907	00:27:33.775	AND A JEALOUSY CAPABLE OF DISCOLORING EVERY OBJECT.
310	00:27:35.177	00:27:37.128	HIS PRESIDENCY HAS BEEN,
311	00:27:37.130	00:27:39.714	A HETEROGENEOUS COMPOUND,
312	00:27:39.716	00:27:41.683	OF RIGHT AND WRONG,
313	00:27:41.685	00:27:44.418	OF WISDOM AND ERROR.
314	00:27:44.420	00:27:46.304	THIS PAMPHLET WILL DO YOU MUCH DAMAGE,
315	00:27:46.306	00:27:48.606	SHOULD IT FINDS ITS WAY INTO THE HANDS,
316	00:27:48.608	00:27:51.342	OF THE ELECTORS AS MR. HAMILTON INTENDS.
317	00:27:51.344	00:27:53.712	IT COULD WELL DETERMINE THE COURSE OF THE ELECTION.
318	00:27:53.714	00:27:57.249	YES, WELL, I MADE HIS LITTLE ARMY DISAPPEAR, DIDN'T I? 
319	00:27:57.251	00:28:01.235	AND NOW HE SEEKS TO DO THE SAME TO ME, MR. SECRETARY.
320	00:28:07.759	00:28:10.978	IS THERE STILL NO WORD FROM PARIS, MR. MARSHALL?
321	00:28:10.980	00:28:12.780	NONE AS YET.
322	00:28:13.782	00:28:15.583	I'M HEARTILY SORRY, SIR.
323	00:28:33.185	00:28:35.487	THE ANCIENTS...
324	00:28:36.622	00:28:39.924	THOUGHT A GREAT BOOK A GREAT EVIL.
325	00:28:44.230	00:28:46.297	( chuckles ),
326	00:28:46.299	00:28:48.666	MR. HAMILTON WILL FIND HIS LITTLE BOOK,
327	00:28:48.668	00:28:52.170	AN EVIL GREAT ENOUGH FOR HIM, FOR IT WILL ENSURE
328	00:28:52.172	00:28:54.405	THE ELECTION OF THE MAN THAT HE DREADS,
329	00:28:54.407	00:28:57.692	OR PRETENDS TO DREAD, FAR MORE THAN ME.
330	00:28:57.694	00:29:00.245	YOU ARE RESIGNED, THEN?
331	00:29:05.934	00:29:08.986	MY DECISIONS WERE MY OWN NOT OTHER MEN'S,
332	00:29:08.988	00:29:10.705	AND CERTAINLY NOT HAMILTON'S.
333	00:29:21.834	00:29:25.319	I HAVE ALWAYS BEEN PREPARED TO STAND BY THE CONSEQUENCES.
